tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
196627	Corynebacterium glutamicum ATCC 13032	1020263	0	live	CGL_RS11460	CGL_RS11460, NCgl2230	BCCT family transporter	BCCT family transporter			NC_003450.3	2448326	2450173	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019958	0	live	mqo	CGL_RS09955, NCgl1926	malate dehydrogenase (quinone)	malate dehydrogenase (quinone)			NC_003450.3	2113861	2115363	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020816	0	live	CGL_RS14315	CGL_RS14315, NCgl2775	cutinase family protein	cutinase family protein			NC_003450.3	3070212	3071141	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021322	0	live	brnF	CGL_RS01365, NCgl0254	branched-chain amino acid exporter BrnF	branched-chain amino acid exporter BrnF			NC_003450.3	276829	277584	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019553	0	live	ppc	CGL_RS07925, NCgl1523	phosphoenolpyruvate carboxylase	phosphoenolpyruvate carboxylase			NC_003450.3	1677384	1680143	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018782	0	live	pdxR	CGL_RS03925, NCgl0753	pyridoxine biosynthesis transcriptional regulator PdxR	pyridoxine biosynthesis transcriptional regulator PdxR			NC_003450.3	829624	830985	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021009	0	live	CGL_RS15250	CGL_RS15250, NCgl2961	MFS transporter	MFS transporter			NC_003450.3	3272561	3274075	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020106	0	live	pgeF	CGL_RS10695, NCgl2074	peptidoglycan editing factor PgeF	peptidoglycan editing factor PgeF			NC_003450.3	2278120	2278860	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018653	0	live	CGL_RS03260	CGL_RS03260, NCgl0624	homoserine O-acetyltransferase	homoserine O-acetyltransferase			NC_003450.3	665180	666313	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020280	0	live	glcB	CGL_RS11545, NCgl2247	malate synthase G	malate synthase G			NC_003450.3	2467923	2470142	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018905	0	live	CGL_RS04575	CGL_RS04575, NCgl0876	pyridoxal kinase	pyridoxal kinase			NC_003450.3	968667	969461	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021481	0	live	rplK	CGL_RS02440, NCgl0459	50S ribosomal protein L11	50S ribosomal protein L11			NC_003450.3	498598	499035	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019468	0	live	CGL_RS07485	CGL_RS07485, NCgl1438	ubiquitin-like protein Pup	ubiquitin-like protein Pup			NC_003450.3	1574942	1575136	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021407	0	live	ramB	CGL_RS01895, NCgl0358	acetate metabolism transcriptional regulator RamB	acetate metabolism transcriptional regulator RamB			NC_003450.3	390784	392208	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020472	0	live	ctaD	CGL_RS12540, NCgl2437	cytochrome c oxidase subunit I	cytochrome c oxidase subunit I			NC_003450.3	2671061	2672815	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020144	0	live	CGL_RS10885	CGL_RS10885, NCgl2112	heme-copper oxidase subunit III	heme-copper oxidase subunit III			NC_003450.3	2325271	2325888	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019005	0	live	glpX	CGL_RS05085, NCgl0976	class II fructose-bisphosphatase	class II fructose-bisphosphatase			NC_003450.3	1071476	1072483	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021120	0	live	panD	CGL_RS00720, NCgl0133	aspartate 1-decarboxylase	aspartate 1-decarboxylase			NC_003450.3	147570	147980	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019588	0	live	efp	CGL_RS08095, NCgl1557	elongation factor P	elongation factor P			NC_003450.3	1716129	1716692	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021410	0	live	lpdA	CGL_RS01880, NCgl0355	dihydrolipoyl dehydrogenase	dihydrolipoyl dehydrogenase			NC_003450.3	387692	389101	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021483	0	live	rplA	CGL_RS02445, NCgl0460	50S ribosomal protein L1	50S ribosomal protein L1			NC_003450.3	499162	499872	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019551	0	live	CGL_RS07915	CGL_RS07915, NCgl1521	ammonium transporter	ammonium transporter			NC_003450.3	1675265	1676623	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021208	0	live	mshA	CGL_RS02050, NCgl0389	D-inositol-3-phosphate glycosyltransferase	D-inositol-3-phosphate glycosyltransferase			NC_003450.3	423878	425134	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019307	0	live	CGL_RS06630	CGL_RS06630, NCgl1277	amino acid ABC transporter permease	amino acid ABC transporter permease			NC_003450.3	1395565	1396515	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020078	0	live	ilvA	CGL_RS10555, NCgl2046	threonine ammonia-lyase IlvA	threonine ammonia-lyase IlvA			NC_003450.3	2244862	2246172	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020842	0	live	pheA	CGL_RS14430, NCgl2799	prephenate dehydratase	prephenate dehydratase			NC_003450.3	3098576	3099523	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020552	0	live	bioD	CGL_RS13000, NCgl2516	dethiobiotin synthase	dethiobiotin synthase			NC_003450.3	2771990	2772664	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019908	0	live	gluB	CGL_RS09710, NCgl1876	glutamate ABC transporter substrate-binding protein GluB	glutamate ABC transporter substrate-binding protein GluB			NC_003450.3	2060620	2061507	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021176	0	live	CGL_RS01745	CGL_RS01745, NCgl0328	nitroreductase family protein	nitroreductase family protein			NC_003450.3	351367	351948	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021088	0	live	ureG	CGL_RS00495, NCgl0088	urease accessory protein UreG	urease accessory protein UreG			NC_003450.3	94899	95516	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020801	0	live	CGL_RS14240	CGL_RS14240, NCgl2760	porin PorA family protein	porin PorA family protein			NC_003450.3	3047234	3048052	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020108	0	live	ftsQ	CGL_RS10705, NCgl2076	cell division protein FtsQ	cell division protein FtsQ			NC_003450.3	2280468	2281136	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018909	0	live	ppk2	CGL_RS04595, NCgl0880	polyphosphate kinase 2	polyphosphate kinase 2			NC_003450.3	970864	971826	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021165	0	live	CGL_RS01325	CGL_RS01325, NCgl0246	DMT family transporter	DMT family transporter			NC_003450.3	268255	269124	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020822	0	live	CGL_RS14345	CGL_RS14345, NCgl2781	decaprenyl-phosphate phosphoribosyltransferase	decaprenyl-phosphate phosphoribosyltransferase			NC_003450.3	3078851	3079849	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020713	0	live	CGL_RS13800	CGL_RS13800, NCgl2672	aromatic acid exporter family protein	aromatic acid exporter family protein			NC_003450.3	2952973	2954142	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020512	0	live	sucC	CGL_RS12795, NCgl2477	ADP-forming succinate--CoA ligase subunit beta	ADP-forming succinate--CoA ligase subunit beta			NC_003450.3	2725382	2726578	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020330	0	live	CGL_RS11800	CGL_RS11800, NCgl2297	malate dehydrogenase	malate dehydrogenase			NC_003450.3	2522263	2523249	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020282	0	live	thiX	CGL_RS11555, NCgl2249	thiamine biosynthesis protein ThiX	thiamine biosynthesis protein ThiX			NC_003450.3	2472251	2472823	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020180	0	live	CGL_RS11040	CGL_RS11040, NCgl2147	bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase			NC_003450.3	2359612	2362749	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020013	0	live	CGL_RS10230	CGL_RS10230, NCgl1981	[protein-PII] uridylyltransferase	[protein-PII] uridylyltransferase			NC_003450.3	2169663	2171741	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019621	0	live	CGL_RS08255	CGL_RS08255, NCgl1590	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			NC_003450.3	1752612	1754894	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019335	0	live	CGL_RS06785	CGL_RS06785, NCgl1305	glucose PTS transporter subunit IIA	glucose PTS transporter subunit IIA			NC_003450.3	1423217	1425268	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018958	0	live	CGL_RS04850	CGL_RS04850, NCgl0929	amino acid permease	amino acid permease			NC_003450.3	1030366	1031871	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018901	0	live	rpf2	CGL_RS04555, NCgl0872	resuscitation-promoting factor Rpf2	resuscitation-promoting factor Rpf2			NC_003450.3	963813	964937	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018700	0	live	CGL_RS03500	CGL_RS03500, NCgl0671	sulfurtransferase	sulfurtransferase			NC_003450.3	720544	721449	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018561	0	live	secY	CGL_RS02800, NCgl0532	preprotein translocase subunit SecY	preprotein translocase subunit SecY			NC_003450.3	569452	570774	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021485	0	live	gabT	CGL_RS02455, NCgl0462	4-aminobutyrate--2-oxoglutarate transaminase	4-aminobutyrate--2-oxoglutarate transaminase			NC_003450.3	501577	502923	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018928	0	live	CGL_RS04690	CGL_RS04690, NCgl0899	nitronate monooxygenase	nitronate monooxygenase			NC_003450.3	992058	993083	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021133	0	live	CGL_RS00490	CGL_RS00490, NCgl0087	urease accessory protein UreF	urease accessory protein UreF			NC_003450.3	94202	94882	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021081	0	live	CGL_RS00500	CGL_RS00500, NCgl0089	urease accessory protein UreD	urease accessory protein UreD			NC_003450.3	95517	96368	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019555	0	live	pgk	CGL_RS07935, NCgl1525	phosphoglycerate kinase	phosphoglycerate kinase			NC_003450.3	1681187	1682404	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019556	0	live	gap	CGL_RS07940, NCgl1526	type I glyceraldehyde-3-phosphate dehydrogenase	type I glyceraldehyde-3-phosphate dehydrogenase			NC_003450.3	1682621	1683625	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018568	0	live	rpsD	CGL_RS02835, NCgl0539	30S ribosomal protein S4	30S ribosomal protein S4			NC_003450.3	574615	575220	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020975	0	live	trpCF	CGL_RS15110, NCgl2930	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF			NC_003450.3	3236642	3238066	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020617	0	live	CGL_RS13310	CGL_RS13310, NCgl2578	aldehyde dehydrogenase family protein	aldehyde dehydrogenase family protein			NC_003450.3	2836046	2837500	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018894	0	live	dld	CGL_RS04525, NCgl0865	D-lactate dehydrogenase	D-lactate dehydrogenase			NC_003450.3	955683	957398	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018737	0	live	lcpA	CGL_RS03685, NCgl0708	cell wall biosynthesis protein LcpA	cell wall biosynthesis protein LcpA			NC_003450.3	777155	778711	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021439	0	live	qsuB	CGL_RS02145, NCgl0407	dehydroshikimate dehydratase QsuB	dehydroshikimate dehydratase QsuB			NC_003450.3	444185	446041	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021395	0	live	fudC	CGL_RS01725, NCgl0324	furfural detoxificationalcohol dehydrogenase FudC	furfural detoxificationalcohol dehydrogenase FudC			NC_003450.3	346958	348019	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021345	0	live	whcA	CGL_RS01470, NCgl0275	WhiB family transcriptional regulator WhcA	WhiB family transcriptional regulator WhcA			NC_003450.3	297055	297405	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021294	0	live	CGL_RS01330	CGL_RS01330, NCgl0247	aspartate kinase	aspartate kinase			NC_003450.3	269371	270636	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021077	0	live	ssuR	CGL_RS00045, NCgl0009	transcriptional regulator SsuR	transcriptional regulator SsuR			NC_003450.3	10104	11177	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020930	0	live	carR	CGL_RS14890, NCgl2886	MarR family transcriptional regulator CarR	MarR family transcriptional regulator CarR			NC_003450.3	3189878	3190351	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020891	0	live	rsmP	CGL_RS14680, NCgl2848	rod-shaped morphology protein RsmP	rod-shaped morphology protein RsmP			NC_003450.3	3153892	3154767	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020800	0	live	tmaT	CGL_RS14235, NCgl2759	trehalose corynomycolate mycolyl acetyltransferase TmaT	trehalose corynomycolate mycolyl acetyltransferase TmaT			NC_003450.3	3046120	3047190	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020721	0	live	cmr	CGL_RS13840, NCgl2680	multidrug efflux MFS transporter Cmr	multidrug efflux MFS transporter Cmr			NC_003450.3	2961343	2962722	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020627	0	live	CGL_RS13365	CGL_RS13365, NCgl2588	phenol hydroxylase	phenol hydroxylase			NC_003450.3	2849936	2851819	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020591	0	live	scrB	CGL_RS13190, NCgl2554	sucrose-6-phosphate hydrolase	sucrose-6-phosphate hydrolase			NC_003450.3	2811958	2813259	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020559	0	live	CGL_RS13035	CGL_RS13035, NCgl2523	TetR/AcrR family transcriptional regulator	TetR/AcrR family transcriptional regulator			NC_003450.3	2780440	2780973	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020456	0	live	cdpA	CGL_RS12470, NCgl2422	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA			NC_003450.3	2657734	2658501	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020455	0	live	iolR	CGL_RS00825, NCgl0154	GntR family transcriptional regulator IolR	GntR family transcriptional regulator IolR			NC_003450.3	167834	168595	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020250	0	live	malQ	CGL_RS11390, NCgl2217	4-alpha-glucanotransferase	4-alpha-glucanotransferase			NC_003450.3	2430297	2432417	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020014	0	live	glnK	CGL_RS10235, NCgl1982	P-II family nitrogen regulator GlnK	P-II family nitrogen regulator GlnK			NC_003450.3	2171748	2172086	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019928	0	live	dapA	CGL_RS09805, NCgl1896	4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase			NC_003450.3	2079278	2080183	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019154	0	live	rosR	CGL_RS05835, NCgl1124	MarR family transcriptional regulator RosR	MarR family transcriptional regulator RosR			NC_003450.3	1229995	1230483	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018967	0	live	ppx2	CGL_RS04895, NCgl0938	exopolyphosphatase Ppx2	exopolyphosphatase Ppx2			NC_003450.3	1037448	1038413	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018848	0	live	CGL_RS04290	CGL_RS04290, NCgl0819	chorismate mutase	chorismate mutase			NC_003450.3	910852	911157	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018763	0	live	whcE	CGL_RS03830, NCgl0734	WhiB family transcriptional regulator WhcE	WhiB family transcriptional regulator WhcE			NC_003450.3	805532	805792	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018663	0	live	CGL_RS03315	CGL_RS03315, NCgl0634	NADP-dependent isocitrate dehydrogenase	NADP-dependent isocitrate dehydrogenase			NC_003450.3	677828	680044	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018634	0	live	crtX	CGL_RS03165, NCgl0605	C50 carotenoid glucosyltransferase CrtX	C50 carotenoid glucosyltransferase CrtX			NC_003450.3	644026	644781	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018604	0	live	CGL_RS03015	CGL_RS03015, NCgl0575	sigma-70 family RNA polymerase sigma factor	sigma-70 family RNA polymerase sigma factor			NC_003450.3	613156	613722	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018603	0	live	whcB	CGL_RS03010, NCgl0574	WhiB family transcriptional regulator WhcB	WhiB family transcriptional regulator WhcB			NC_003450.3	612415	612714	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021074	0	live	panC	CGL_RS00615, NCgl0112	pantoate--beta-alanine ligase	pantoate--beta-alanine ligase			NC_003450.3	126350	127189	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020326	0	live	CGL_RS11780	CGL_RS11780, NCgl2293	valine--tRNA ligase	valine--tRNA ligase			NC_003450.3	2515635	2518346	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019930	0	live	dapB	CGL_RS09815, NCgl1898	4-hydroxy-tetrahydrodipicolinate reductase	4-hydroxy-tetrahydrodipicolinate reductase			NC_003450.3	2081188	2081934	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020335	0	live	CGL_RS11825	CGL_RS11825, NCgl2302	aromatic acid/H+ symport family MFS transporter	aromatic acid/H+ symport family MFS transporter			NC_003450.3	2527223	2528563	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018837	0	live	CGL_RS04235	CGL_RS04235, NCgl0808	mycoredoxin	mycoredoxin			NC_003450.3	897724	897963	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019094	0	live	dapE	CGL_RS05535, NCgl1064	succinyl-diaminopimelate desuccinylase	succinyl-diaminopimelate desuccinylase			NC_003450.3	1155731	1156840	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018962	0	live	CGL_RS04870	CGL_RS04870, NCgl0933	porin	porin			NC_003450.3	1033266	1033646	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019929	0	live	thyX	CGL_RS09810, NCgl1897	FAD-dependent thymidylate synthase	FAD-dependent thymidylate synthase			NC_003450.3	2080384	2081136	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021315	0	live	CGL_RS01335	CGL_RS01335, NCgl0248	aspartate-semialdehyde dehydrogenase	aspartate-semialdehyde dehydrogenase			NC_003450.3	270660	271694	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021087	0	live	panB	CGL_RS00620, NCgl0113	3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate hydroxymethyltransferase			NC_003450.3	127189	127998	minus	0		
